date,title,text,bewertung,sterne,author,land,nützlich,date_online
Datum der Erfahrung: 29. Dezember 2023,Getränkeservice,Distanz zum Boardbsitro eine Zumutung. Keine Eiswürfel und der Getränkeservice lässt zu wünschen übrig. Mir wurde kein Champagner zur Begrüßung gereicht trotz 1. Klasse,2 Bewertungen,Bewertet mit 1 von 5 Sternen,Louise,DE,,
Datum der Erfahrung: 20. Dezember 2023,Teuer und unpünktlich,"Der teure ICE hat es tatsächlich geschafft, heute die Abfahrtsverspätung in Wuppertal von 27 Minuten auf eine Ankunftsverspätung in Bielefeld von 46 Minuten auszuweiten. Alle Achtung, das schaffen Franzosen oder Schweizer nicht.Ansage: „Da es ja jetzt länger dauert, können Sie in unserem Bistro Snacks und Getränke kaufen“. Sehr witzig, die Bahn müsste eigentlich alle Fahrgäste einladen. Solche Verkaufsförderungsmaßnahmen braucht kein Mensch.Die Bahn ist das Letzte, das ist ja schon bekannt. Es ist wirklich unglaublich, dass sich seit Jahren nichts verbessert.",17 Bewertungen,Bewertet mit 1 von 5 Sternen,Stefan Michels,DE,,
Datum der Erfahrung: 21. Dezember 2023,Ich ruhe mich gerade von der Odyssee…,"Ich ruhe mich gerade von der Odyssee von gestern aus.Berlin -Koblenz in sagenhaften 12 Stunden .Wir wurden in Wolfsburg aus dem Zug geschmissen und in einen bereits vollen Zug in Richtung Köln gestopft.Es folgte eine Rundreise durch Norddeutschland, die 5 Stunden dauerte .Stehend im Gang und ohne jegliche Infos .Es wurde immer später und so langsam war klar , dass wir sämtliche Anschlusszüge verpassen werden .Durch puren Zufall , hatte ein Nachtzug nach Zürich SO viel Verspätung, dass wir alle in diesen Zug gehechtet sind und Koblenz tatsächlich noch 6 Stunden Verspätung erreichten !Senk  ju for travelling wiss Deutsche Bahn !!!",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Silke Zens,DE,,
Datum der Erfahrung: 07. Januar 2024,Müll einfach nur müll und…,Müll einfach nur müll und unfreundliches Personal Sollte verboten werden,1 Bewertung,Bewertet mit 1 von 5 Sternen,Sisina,DE,,
Datum der Erfahrung: 30. Dezember 2023,…und wieder um 43Minuten zu spät,"…und wieder um 43Minuten zu spät und der Zielbahnhof Basel einfällt!!! Zug fährt einfach nicht durch zum umsteigen. Das sind die letzten asozialen xxx!!! Heute 30.12. mit ICE 101 nach Basel. Ihr seit der mieseste Laden in Deutschland.Ich habe zu 100% schlechte Erfahrungen mit der Bahn. Jede Fahrt die ich gebucht hatte war verspätet!@rosie „das mal nicht alles glatt geht“ ca. 1/4 aller Züge kommt zu spät! Dabei werden Teilweise Züge die nicht die volle Strecke fahren (vorher wurde die Fahrt eingestellt) und Züge die komplett annulliert wurden nicht gezählt! Geile Kommentare hier… Einer ist mit Krapfen zufrieden… Info: November haben 52 Prozent der ICE- und IC-Züge ihr Ziel pünktlich erreicht! (Aussage DB) Es zählen Züge, die bis zu 16Min verspätet kommen als pünktlich. 😂😂😂",153 Bewertungen,Bewertet mit 1 von 5 Sternen,Steve1,DE,,
Datum der Erfahrung: 21. Dezember 2023,Ohne Worte,"Es wurden Sitzplätze gebucht, 2x Fenster gegenüber liegend. Ein Platz also auf jeden Fall in Fahrtrichtung. Da die Bahn aber einfach die Wagennummern änderte mussten wir die gesamte Strecke getrennt und beide rückwärts sitzen- ich finde es einfach nur traurig",1 Bewertung,Bewertet mit 1 von 5 Sternen,Kunde,DE,,
Datum der Erfahrung: 31. Dezember 2023,Im ICE 1. Klasse Berliner Krapfen bekommen,Wir sind gerade im ICE 1. Klasse unterwegs und haben vom Personal Berliner geschenkt bekommen 👍Auch mit der Pünktlichkeit und dem Komfort sind wir sehr zufrieden 👍,1 Bewertung,Bewertet mit 5 von 5 Sternen,Petry`s Reisewelt Remagen Loma,DE,,
Datum der Erfahrung: 23. Dezember 2023,Wirklich einfach das letzte dieser…,Wirklich einfach das letzte dieser Verein man kommt nie pünktlich zur Arbeit bzw nach Hause wirklich unglaublich das man sich traut dafür Geld zu verlangen. An jeden der das liest kauft euch kein Ticket und gönnt diesem Drecks Konzern keinen weiteren Cent.,1 Bewertung,Bewertet mit 1 von 5 Sternen,Deutsche Bahn Drecks Verein,DE,,
Datum der Erfahrung: 15. Dezember 2023,"Verdreckte Züge, Unpünktlichkeit und teuer","Und schon wieder eine schlechte Erfahrung beim Reisen mit der Deutschen Bahn AG.Würden die Millionen an Boni Zahlungen an die Vorstände sinnvoll eingesetzt, wäre es zwar immer noch nur „ein Tropfen auf den heißen Stein“, aber immerhin wäre der Versuch da etwas zu verbessern und höchstwahrscheinlich auch das Verständnis aller, die sich über die Boni Zahlungen nur Wundern können. Ekelhaft.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,RW,DE,,
Datum der Erfahrung: 02. Dezember 2023,"Unpünktlich, teuer, schlecht","Es ist mittlerweile ein absolutes Highlight, wenn ein Zug mal pünktlich ist. Das ist schon absurd, denn sowas sollte eigentlich selbstverständlich sein. Hinzu kommen ständig Ausfälle, defekte Toiletten, keine Möglichkeit des Kompfort-Check-Ins und vieles mehr wie falsche Wagenreihungen, nicht korrekte Anzeigetafeln, fehlender oder nicht ausgestatteter Speisewagen. Ich bin als Pendler leider auf die Bahn angewiesen - und hasse das. Ich kann absolut nicht verstehen, wieso die Politik nicht endlich reagiert. Statt den Vorstand zu entlassen, gibt es nun fette Bonuszahlungen. Das ist regelrecht skandalös, dass so ein eklatentes Versagen auch noch belohnt wird.",15 Bewertungen,Bewertet mit 1 von 5 Sternen,Philipp ,DE,,
Datum der Erfahrung: 31. Dezember 2023,Danke für die schönen Erlebnisse 2023…,"Danke für die schönen Erlebnisse 2023 die durch Euch und dem 49Euro möglichwaren. Ihr leistet viel Tag für Tag , eine Riesenorganisation und dass da nicht alles glatt laufen kann ist einfach nur menschlich . D 🍀 n k 🐖 dass es Euch gibt 🙏",1 Bewertung,Bewertet mit 4 von 5 Sternen,Rosie,DE,,
Datum der Erfahrung: 11. Dezember 2023,Genau mein Humor,"Hier findet man den Link den man leider hier nicht angeben darf: investigativ/ndr-wdr bahnGenau mein Humor:Bei der Mitarbeiterzufriedenheit hatte der Vorstand das Ziel, dass diese nicht weiter sinken dürfe. Weil die Stimmung bei den Angestellten 2022 dann doch leicht besser war, gilt dieses Ziel als übererfüllt. Die Konsequenz: Für die Bahnvorstände steigt der anteilige Bonus auf 175 Prozent.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Siegfried Rudolph,DE,,
Datum der Erfahrung: 14. Dezember 2023,Auf die Unpünktlichkeit der deutschen…,"Auf die Unpünktlichkeit der deutschen Bahn muss man ja nicht mehr eingehen und mit dem 49€ Deutschlandticket auch einigermaßen verschmerzbar, wenn man sich darauf einlassen kann. Ich kann es leider nicht. Daher zum Grund meiner Bewertung. Kündigungsfrist bis zum 10.?! Jetzt darf ich noch für Januar löhnen, obwohl ich es einfach nicht mehr benötige. Vielen Dank für die transparente und kundenfreundliche Firmenpolitik. In Zukunft werde ich einen noch größeren Bogen um dieses Unternehmen machen.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Andreas N.,DE,,
Datum der Erfahrung: 05. Januar 2024,Die Toilette 1. Klasse,"Die Toilette in der 1. Klasse überläuft fast, am Boden fliesst die Feuchtigkeit fast in den Gang und es stank bestialisch und zwar schon ab Basel. Schade kann ich kei Foto posten.Sonst war alles okay",5 Bewertungen,Bewertet mit 2 von 5 Sternen,Ruth Seematter,CH,,
Datum der Erfahrung: 25. Dezember 2023,hatte erst Flixtrain  gebucht von…,"hatte erst Flixtrain  gebucht von Berlin nach Stuttgart mit 2 Sitzplätzen und nahe Toiletten. Es kam kurzfristig die Absage von Flixtrain und ich wurde auf irgendeinen Platz verschoben! Hin und zurück auch!Im übrigen ohne 2 Sitzplatz.Nun DB,ich habe einen Sitzplatz hin und zurück gebucht und alles lief in perfekt ab! Pünktlich,zuverlässig und erste klasse. So viel teurer sind die auch nicht. Ich Fahre nur noch DB. Deswegen Note 1 für die Deutsche Bahn!",6 Bewertungen,Bewertet mit 5 von 5 Sternen,ohne Ingo,DE,,
Datum der Erfahrung: 09. Dezember 2023,SStehengelassen wird man von der…,"Stehengelassen wird man von der Deutschen Bahn, im wahrsten Sinne des Wortes. Schienenersatzverkehr wird angekündigt, kommt aber nicht oder eine Stunde zu spät. Die App Auskunft stimmt hinten und vorne nicht. Mindestens einmal im Monat kann man damit rechnen. Aber die DB interessiert sich nicht für ihre Kunden…94% aller Bewertungen sind unterirdisch…man sollte die Arbeitsmoral mal überdenken, statt dauernd zu streiken!",1 Bewertung,Bewertet mit 1 von 5 Sternen,kaddy,DE,,
Datum der Erfahrung: 11. Dezember 2023,Probleme Bahn soll mal mehr Schutzwände…,"Deutsche Bahn soll mal mehr Schutzwände aufbauen damit keine Leute mehr auf die Gleisen laufen.Von bonn bis mehlem Hat immer  Verspätung und Ausfälle Sollen mal mehr Videokameras in Bahnhöfe hin machen Und richtige raucherzonen machen Es soll kein streik mehr bei den Zügen gebenSicherheitsdienst wäre mal an einigen Bahnhöfen angebracht Und bahnhof in bonn mehlem soll mal höher gemacht werden für Rollstühle,  Kinderwagen",3 Bewertungen,Bewertet mit 2 von 5 Sternen,Richter Maria,DE,,
Datum der Erfahrung: 15. Dezember 2023,Ein Zugreisender der deutschen Bahn zu…,"Ein Zugreisender der deutschen Bahn zu sein, ist so nervenaufreibend und deprimiert wie sonst sehr wenig. Es raubt jedes mal aufs Neue die letzte Kraft, überrascht sogar noch an Unannehmlichkeiten und macht das Leben schwer. Schlechter könnte eine Bahngesellschaft nicht laufen. Vollends enttäuschend.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Kunde,DE,,
Datum der Erfahrung: 23. Dezember 2023,Super,"Super! Man zahlt ein Schweinegeld für ständig verspätete oder ganz aufsfallende Züge. Ich ziehe mich mittlerweile immer etwas dicker an und nehme lieber den vorletzten als den letzten Zug zurück, man weiß ja nicht, was so ausfällt.Ist schon vorgekommen, dass ich ohne Info (auf der app mit viel Verspätung) am Bahnhof stand und die Nacht nicht mehr nach Hause kam.Gibt ja auch keine Möglichkeiten in Braunschweig, sich in diese kleinen warteräume zu setzen. Sind die Züge dann mal pünktlich, sind sie komplett überfüllt.Würde man das 1. Klasse Abteil im regionalverkehr abschaffen (womit eh niemand fährt, der geistig gesund ist), könnten sich zumindest ein paar mehr Leute hinsetzen. Sitzt man dann notgedrungen auf der Treppe, weil man nicht anderthalb Stunden stehen möchte, wird man vom Personal noch angemeckert. Ab nächstem Jahr wird der Spaß wieder ungerechtfertigt teurer und es ändert sich doch nichts.Zahlt doch endlich mal vernünftige Löhne an eure Angestellten, dann gibt es auch weniger Personalmangel nach ner gewissen Zeit und es macht das Fahren auch wieder erträglicher.Aber dann müsste man ja selber was abgeben...",1 Bewertung,Bewertet mit 1 von 5 Sternen,Babylon Shredder,DE,,
Datum der Erfahrung: 22. Dezember 2023,Service,"Zug Ausfall wegen Sturm, ist verständlich, Im Bistro in der 1.Klasse keine warmen Speisen, kein Kaffee von Rostock bis Karlsruhe, 30 min Verspätung und eingeschränktes Internet.Das liegt nicht am Sturm.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Andreas Buchmann,DE,,
Datum der Erfahrung: 12. Dezember 2023,Der Zug von Rottweil nach Villingen…,Der Zug von Rottweil nach Villingen (Schwarzw) ist gestern um 6:43 Uhr pünktlich gekommen ist dann nach Trossingen gefahren stand dort ca 15+ min deswegen kam er um 7:27 Uhr statt 7:15 Uhr in Villingen an deswegen kam ich und viele andere viel zu spät zur Schule. Dazu hatte ich gestern noch ein ganz wichtigen Test und zu dem kam ich zu spät und dies hat mir garnicht in die Karten gespielt darum hätte ich wegen Zeit Druck den Test fast verhauen also ein Lob geht raus für diese ständige Verspätung! Dazu noch diese sinnlosen Streiks denn ich meine wenn die Bahnarbeiter unzufrieden sind sollen sie sich was anderes suchen aber net immer rum heulen von wegen zu wenig Geld Urlaub usw…. Und net immer den Schülern und anderen Personen die auf die Arbeit müssen und auf die Bahn angewiesen sind ans bei pissen und streiken also das ist so unnötig!!!!,1 Bewertung,Bewertet mit 1 von 5 Sternen,Bonez Optimal,DE,,
Datum der Erfahrung: 23. Dezember 2023,Es ist eine Folter mit der DB zu fahren…,"Es ist eine Folter mit der DB zu fahren und wenn Kinder dabei sindum so schmerzlicher.Weihnachten somit zu nichte gemacht .Denn von solchen stundenlangen Fahrten bis spät in die Nacht hinein ,wo man nicht mal eine Auskunft bekommt braucht man Tage speziell Kinder bis   man sich wieder erholt hat.Es hätten schöne Weihnachten werden sollen auf die sich die Kinder schon so gefreut hatten,Jetzt sind sie nur noch traurig und müde und keiner weiß wann dieser Horror heut Nacht zu Ende geht.Danke DB",1 Bewertung,Bewertet mit 1 von 5 Sternen,ANDREA,AT,,
Datum der Erfahrung: 03. Dezember 2023,Einfach nur ein Witz!!,"Jeder Unternehmer wäre längst Pleite!!! Unmotivierte Mitarbeiter, verspätete Züge oder gar Ausfälle. Aber mit Streik drohen. Ist wahrscheinlich einfach sich von Staatsgeldern zu bedienen, welche die Steuerzahler aufbringen und nicht haftbar gemacht zu werden. Anschlüsse werden nicht erreicht weil es keinen ""Service"" gibt . Mitarbeiter lassen sich in den Zügen gar nicht erst sehen . Es ist einfach beschämend",3 Bewertungen,Bewertet mit 1 von 5 Sternen,Lena Ehrentraut,DE,,
Datum der Erfahrung: 01. Dezember 2023,Braucht länger als einen Flug...,"Sogar ein Stern ist für die Deutsche Bahn zuviel. Als ob sich Deutschlad im Süden befinden würde, bricht das größte Chaos aus, sobald es den ersten Schnee gibt. Keine Durchsagen Informationen, Mitarbeiter selbst unmotiviert. Die Klimaaktivisten sollten sich an erster Stelle an Deutsche Bahn wenden und anstatt die Autofahrer zu beschimpfen, ihre Aktivitäten hierauf verstärken.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Sevgi Yayla,DE,,
Datum der Erfahrung: 14. Dezember 2023,Keine Fahrpreisentschädigung trotz mehr als 2-stündiger Verspätung,"Am 03.12. sind wir mit der Bahn von Prag über Cheb/Nürnberg nach Düren gereist. Bereits der erste Zug hatte eine Verspätung von ca. 1 Stunde. Am Ziel sind wir mit über 2-stündiger Verpätung angekommen. Die Bahn lehnt die 50 %-ige Fahrpreiserstattung schriftlich ab,  da die Verspätung nur 3 Minuten betragen habe. Dies ist ein schlechter Witz. Es geht schließlich um 2,5 Stunden. Hier werden gesetzlich verankerte Fahrgastrechte regelrecht mit Füßen getreten.",26 Bewertungen,Bewertet mit 1 von 5 Sternen,Jörg Kraus,DE,,
Datum der Erfahrung: 23. Dezember 2023,Erste Haltestelle Stillstand,"Erste Haltestelle auf einer achtstündigen Reise bleibt der Zug stehen. Kein Lokführer kann gefunden werden. Danach wird es nur schlimmer.Ich empfehle, alles zu tun um nicht die Bahn nehmen zu müssen.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Andreas Buehler,DE,,
Datum der Erfahrung: 24. Dezember 2023,Die Bahn ist der größte Saftladen,"Die Bahn ist der größte Saftladen! Man sollte sie nur nehmen, wenn man nicht zu einem bestimmten Zeitpunkt irgendwo sein muss, sondern immer einen Puffer von 2-3 Stunden einplanen.",3 Bewertungen,Bewertet mit 1 von 5 Sternen,Reni,DE,,
